N,Iterative,Dynamic Programming,Recursive
998,0.000002,0.000008,-
999,0.000001,0.000008,-
1000,0.000003,0.000008,-
1001,0.000000,0.000008,-
1002,0.000001,0.000010,-
1003,0.000002,0.000009,-
1004,0.000004,0.000008,-
1005,0.000005,0.000009,-
1006,0.000004,0.000010,-
1007,0.000001,0.000009,-
1008,0.000000,0.000008,-
1009,0.000002,0.000008,-
1010,0.000001,0.000009,-
1011,0.000001,0.000009,-
1012,0.000001,0.000008,-
1013,0.000000,0.000009,-
1014,0.000001,0.000008,-
1015,0.000001,0.000008,-
1016,0.000001,0.000009,-
1017,0.000002,0.000008,-
1018,0.000002,0.000009,-
1019,0.000000,0.000010,-
1020,0.000000,0.000009,-
1021,0.000004,0.000010,-
1022,0.000002,0.000008,-
1023,0.000001,0.000009,-
1024,0.000000,0.000009,-
1025,0.000002,0.000008,-
1026,0.000002,0.000008,-
1027,0.000001,0.000009,-
1028,0.000001,0.000008,-
1029,0.000000,0.000010,-
1030,0.000001,0.000008,-
1031,0.000000,0.000022,-
1032,0.000001,0.000008,-
1033,0.000001,0.000009,-
1034,0.000001,0.000009,-
1035,0.000000,0.000009,-
1036,0.000001,0.000008,-
1037,0.000000,0.000008,-
1038,0.000000,0.000009,-
1039,0.000000,0.000009,-
1040,0.000001,0.000008,-
1041,0.000000,0.000009,-
1042,0.000001,0.000010,-
1043,0.000001,0.000008,-
1044,0.000003,0.000009,-
1045,0.000000,0.000009,-
1046,0.000003,0.000009,-
1047,0.000000,0.000010,-
1048,0.000000,0.000009,-
1049,0.000000,0.000009,-
1050,0.000001,0.000008,-
1051,0.000000,0.000008,-
1052,0.000000,0.000008,-
1053,0.000000,0.000009,-
1054,0.000000,0.000009,-
1055,0.000001,0.000009,-
1056,0.000000,0.000009,-
1057,0.000000,0.000009,-
1058,0.000001,0.000008,-
1059,0.000000,0.000009,-
1060,0.000000,0.000009,-
1061,0.000002,0.000008,-
1062,0.000000,0.000008,-
1063,0.000002,0.000011,-
1064,0.000002,0.000008,-
1065,0.000001,0.000009,-
1066,0.000001,0.000009,-
1067,0.000001,0.000008,-
1068,0.000000,0.000009,-
1069,0.000000,0.000009,-
1070,0.000001,0.000009,-
1071,0.000002,0.000009,-
1072,0.000001,0.000009,-
1073,0.000001,0.000008,-
1074,0.000000,0.000009,-
1075,0.000000,0.000009,-
1076,0.000002,0.000009,-
1077,0.000001,0.000008,-
1078,0.000001,0.000008,-
1079,0.000001,0.000009,-
1080,0.000002,0.000008,-
1081,0.000000,0.000008,-
1082,0.000001,0.000008,-
1083,0.000004,0.000008,-
1084,0.000000,0.000008,-
1085,0.000000,0.000009,-
1086,0.000005,0.000008,-
1087,0.000002,0.000008,-
1088,0.000000,0.000009,-
1089,0.000000,0.000009,-
1090,0.000001,0.000009,-
1091,0.000001,0.000009,-
1092,0.000000,0.000009,-
1093,0.000001,0.000008,-
1094,0.000001,0.000018,-
1095,0.000001,0.000008,-
1096,0.000000,0.000009,-
1097,0.000001,0.000008,-
1098,0.000001,0.000008,-
1099,0.000001,0.000008,-
1100,0.000002,0.000008,-
1101,0.000000,0.000009,-
1102,0.000000,0.000010,-
1103,0.000000,0.000009,-
1104,0.000001,0.000009,-
1105,0.000001,0.000009,-
1106,0.000000,0.000010,-
1107,0.000000,0.000009,-
1108,0.000001,0.000010,-
1109,0.000001,0.000008,-
1110,0.000002,0.000008,-
1111,0.000001,0.000009,-
1112,0.000000,0.000042,-
1113,0.000001,0.000009,-
1114,0.000000,0.000009,-
1115,0.000001,0.000008,-
1116,0.000000,0.000009,-
1117,0.000000,0.000009,-
1118,0.000000,0.000022,-
1119,0.000001,0.000009,-
1120,0.000000,0.000009,-
1121,0.000001,0.000008,-
1122,0.000000,0.000009,-
1123,0.000001,0.000009,-
1124,0.000001,0.000008,-
1125,0.000002,0.000012,-
1126,0.000001,0.000008,-
1127,0.000000,0.000010,-
1128,0.000000,0.000010,-
1129,0.000000,0.000008,-
1130,0.000004,0.000009,-
1131,0.000001,0.000009,-
1132,0.000001,0.000008,-
1133,0.000001,0.000009,-
1134,0.000001,0.000009,-
1135,0.000002,0.000009,-
1136,0.000000,0.000009,-
1137,0.000004,0.000009,-
1138,0.000001,0.000008,-
1139,0.000001,0.000009,-
1140,0.000002,0.000009,-
1141,0.000000,0.000010,-
1142,0.000000,0.000009,-
1143,0.000000,0.000009,-
1144,0.000001,0.000008,-
1145,0.000001,0.000008,-
1146,0.000002,0.000008,-
1147,0.000001,0.000008,-
1148,0.000001,0.000008,-
1149,0.000002,0.000009,-
1150,0.000002,0.000009,-
1151,0.000001,0.000009,-
1152,0.000001,0.000008,-
1153,0.000004,0.000009,-
1154,0.000001,0.000009,-
1155,0.000001,0.000009,-
1156,0.000001,0.000008,-
1157,0.000000,0.000009,-
1158,0.000001,0.000008,-
1159,0.000000,0.000010,-
1160,0.000000,0.000009,-
1161,0.000000,0.000010,-
1162,0.000004,0.000009,-
1163,0.000000,0.000009,-
1164,0.000001,0.000009,-
1165,0.000004,0.000009,-
1166,0.000001,0.000008,-
1167,0.000000,0.000010,-
1168,0.000000,0.000009,-
1169,0.000001,0.000008,-
1170,0.000002,0.000008,-
1171,0.000000,0.000009,-
1172,0.000000,0.000009,-
1173,0.000001,0.000009,-
1174,0.000001,0.000009,-
1175,0.000001,0.000009,-
1176,0.000000,0.000009,-
1177,0.000000,0.000013,-
1178,0.000001,0.000008,-
1179,0.000001,0.000008,-
1180,0.000004,0.000008,-
1181,0.000001,0.000009,-
1182,0.000000,0.000009,-
1183,0.000000,0.000008,-
1184,0.000000,0.000009,-
1185,0.000001,0.000009,-
1186,0.000000,0.000009,-
1187,0.000000,0.000009,-
1188,0.000001,0.000010,-
1189,0.000000,0.000009,-
1190,0.000000,0.000009,-
1191,0.000001,0.000008,-
1192,0.000000,0.000009,-
1193,0.000001,0.000008,-
1194,0.000001,0.000009,-
1195,0.000000,0.000009,-
1196,0.000000,0.000009,-
1197,0.000000,0.000008,-
1198,0.000001,0.000009,-
1199,0.000001,0.000013,-
1200,0.000005,0.000009,-
1201,0.000000,0.000010,-
1202,0.000002,0.000009,-
1203,0.000001,0.000009,-
1204,0.000000,0.000009,-
1205,0.000000,0.000009,-
1206,0.000000,0.000011,-
1207,0.000001,0.000009,-
1208,0.000002,0.000009,-
1209,0.000000,0.000009,-
1210,0.000001,0.000008,-
1211,0.000002,0.000009,-
1212,0.000001,0.000009,-
1213,0.000001,0.000008,-
1214,0.000001,0.000009,-
1215,0.000001,0.000009,-
1216,0.000000,0.000009,-
1217,0.000001,0.000009,-
1218,0.000000,0.000009,-
1219,0.000000,0.000009,-
1220,0.000002,0.000009,-
1221,0.000000,0.000008,-
1222,0.000001,0.000009,-
1223,0.000000,0.000009,-
1224,0.000001,0.000009,-
1225,0.000001,0.000008,-
1226,0.000002,0.000008,-
1227,0.000002,0.000009,-
1228,0.000001,0.000008,-
1229,0.000000,0.000009,-
1230,0.000002,0.000009,-
1231,0.000001,0.000009,-
1232,0.000002,0.000008,-
1233,0.000000,0.000009,-
1234,0.000000,0.000009,-
1235,0.000001,0.000009,-
1236,0.000001,0.000009,-
1237,0.000001,0.000009,-
1238,0.000001,0.000009,-
1239,0.000002,0.000009,-
1240,0.000000,0.000009,-
1241,0.000001,0.000009,-
1242,0.000002,0.000008,-
1243,0.000001,0.000009,-
1244,0.000000,0.000009,-
1245,0.000002,0.000009,-
1246,0.000002,0.000008,-
1247,0.000002,0.000009,-
1248,0.000001,0.000009,-
1249,0.000000,0.000008,-
1250,0.000000,0.000009,-
1251,0.000001,0.000009,-
1252,0.000000,0.000009,-
1253,0.000002,0.000009,-
1254,0.000001,0.000009,-
1255,0.000001,0.000009,-
1256,0.000003,0.000010,-
1257,0.000001,0.000010,-
1258,0.000002,0.000012,-
1259,0.000001,0.000009,-
1260,0.000004,0.000009,-
1261,0.000002,0.000009,-
1262,0.000002,0.000009,-
1263,0.000000,0.000009,-
1264,0.000004,0.000008,-
1265,0.000001,0.000009,-
1266,0.000003,0.000009,-
1267,0.000000,0.000009,-
1268,0.000002,0.000008,-
1269,0.000002,0.000009,-
1270,0.000001,0.000015,-
1271,0.000002,0.000009,-
1272,0.000000,0.000009,-
1273,0.000002,0.000009,-
1274,0.000001,0.000009,-
1275,0.000001,0.000009,-
1276,0.000001,0.000009,-
1277,0.000004,0.000009,-
1278,0.000001,0.000009,-
1279,0.000000,0.000010,-
1280,0.000001,0.000008,-
1281,0.000001,0.000009,-
1282,0.000001,0.000009,-
1283,0.000001,0.000010,-
1284,0.000001,0.000009,-
1285,0.000002,0.000009,-
1286,0.000000,0.000010,-
1287,0.000000,0.000010,-
1288,0.000001,0.000009,-
1289,0.000002,0.000009,-
1290,0.000000,0.000009,-
1291,0.000001,0.000009,-
1292,0.000002,0.000009,-
1293,0.000001,0.000009,-
1294,0.000000,0.000010,-
1295,0.000001,0.000012,-
1296,0.000001,0.000010,-
1297,0.000001,0.000010,-
1298,0.000001,0.000009,-
1299,0.000005,0.000010,-
1300,0.000001,0.000009,-
1301,0.000001,0.000013,-
1302,0.000003,0.000022,-
1303,0.000001,0.000017,-
1304,0.000002,0.000012,-
1305,0.000002,0.000011,-
1306,0.000001,0.000013,-
1307,0.000002,0.000010,-
1308,0.000001,0.000011,-
1309,0.000001,0.000011,-
1310,0.000002,0.000010,-
1311,0.000001,0.000012,-
1312,0.000001,0.000010,-
1313,0.000003,0.000015,-
1314,0.000002,0.000010,-
1315,0.000001,0.000010,-
1316,0.000002,0.000009,-
1317,0.000001,0.000011,-
1318,0.000001,0.000010,-
1319,0.000001,0.000010,-
1320,0.000000,0.000009,-
1321,0.000002,0.000009,-
1322,0.000001,0.000009,-
1323,0.000001,0.000009,-
1324,0.000001,0.000009,-
1325,0.000001,0.000010,-
1326,0.000001,0.000011,-
1327,0.000001,0.000009,-
1328,0.000001,0.000010,-
1329,0.000001,0.000009,-
1330,0.000002,0.000009,-
1331,0.000001,0.000009,-
1332,0.000001,0.000009,-
1333,0.000000,0.000008,-
1334,0.000000,0.000010,-
1335,0.000001,0.000008,-
1336,0.000000,0.000009,-
1337,0.000002,0.000009,-
1338,0.000001,0.000009,-
1339,0.000000,0.000008,-
1340,0.000001,0.000010,-
1341,0.000000,0.000009,-
1342,0.000001,0.000009,-
1343,0.000001,0.000009,-
1344,0.000001,0.000009,-
1345,0.000000,0.000009,-
1346,0.000002,0.000009,-
1347,0.000001,0.000009,-
1348,0.000001,0.000009,-
1349,0.000001,0.000009,-
1350,0.000000,0.000009,-
1351,0.000002,0.000009,-
1352,0.000001,0.000009,-
1353,0.000000,0.000018,-
1354,0.000001,0.000009,-
1355,0.000001,0.000009,-
1356,0.000002,0.000009,-
1357,0.000000,0.000009,-
1358,0.000001,0.000009,-
1359,0.000001,0.000009,-
1360,0.000001,0.000009,-
1361,0.000001,0.000009,-
1362,0.000001,0.000009,-
1363,0.000000,0.000010,-
1364,0.000001,0.000009,-
1365,0.000001,0.000009,-
1366,0.000000,0.000009,-
1367,0.000000,0.000009,-
1368,0.000002,0.000009,-
1369,0.000001,0.000009,-
1370,0.000001,0.000009,-
1371,0.000000,0.000010,-
1372,0.000001,0.000009,-
1373,0.000002,0.000008,-
1374,0.000001,0.000009,-
1375,0.000001,0.000009,-
1376,0.000000,0.000010,-
1377,0.000001,0.000009,-
1378,0.000002,0.000010,-
1379,0.000000,0.000010,-
1380,0.000003,0.000009,-
1381,0.000002,0.000009,-
1382,0.000002,0.000009,-
1383,0.000001,0.000009,-
1384,0.000001,0.000009,-
1385,0.000000,0.000009,-
1386,0.000001,0.000010,-
1387,0.000000,0.000009,-
1388,0.000001,0.000009,-
1389,0.000001,0.000009,-
1390,0.000000,0.000009,-
1391,0.000001,0.000009,-
1392,0.000001,0.000009,-
1393,0.000000,0.000009,-
1394,0.000005,0.000013,-
1395,0.000001,0.000009,-
1396,0.000001,0.000010,-
1397,0.000001,0.000010,-
1398,0.000001,0.000009,-
1399,0.000001,0.000009,-
1400,0.000000,0.000009,-
1401,0.000001,0.000009,-
1402,0.000001,0.000009,-
1403,0.000000,0.000009,-
1404,0.000000,0.000009,-
1405,0.000002,0.000009,-
1406,0.000001,0.000009,-
1407,0.000001,0.000010,-
1408,0.000001,0.000010,-
1409,0.000001,0.000009,-
1410,0.000001,0.000009,-
1411,0.000001,0.000009,-
1412,0.000000,0.000010,-
1413,0.000001,0.000009,-
1414,0.000000,0.000009,-
1415,0.000000,0.000009,-
1416,0.000000,0.000009,-
1417,0.000002,0.000009,-
1418,0.000004,0.000009,-
1419,0.000001,0.000010,-
1420,0.000000,0.000009,-
1421,0.000000,0.000008,-
1422,0.000002,0.000009,-
1423,0.000001,0.000009,-
1424,0.000002,0.000009,-
1425,0.000001,0.000009,-
1426,0.000001,0.000009,-
1427,0.000001,0.000009,-
1428,0.000000,0.000008,-
1429,0.000001,0.000009,-
1430,0.000000,0.000009,-
1431,0.000003,0.000009,-
1432,0.000000,0.000009,-
1433,0.000001,0.000009,-
1434,0.000000,0.000010,-
1435,0.000001,0.000009,-
1436,0.000000,0.000010,-
1437,0.000001,0.000009,-
1438,0.000000,0.000010,-
1439,0.000001,0.000009,-
1440,0.000001,0.000010,-
1441,0.000000,0.000009,-
1442,0.000000,0.000009,-
1443,0.000001,0.000010,-
1444,0.000000,0.000009,-
1445,0.000001,0.000009,-
1446,0.000001,0.000010,-
1447,0.000002,0.000009,-
1448,0.000005,0.000009,-
1449,0.000002,0.000009,-
1450,0.000000,0.000009,-
1451,0.000001,0.000009,-
1452,0.000002,0.000009,-
1453,0.000001,0.000009,-
1454,0.000001,0.000009,-
1455,0.000002,0.000009,-
1456,0.000001,0.000009,-
1457,0.000000,0.000009,-
1458,0.000001,0.000009,-
1459,0.000002,0.000009,-
1460,0.000001,0.000009,-
1461,0.000001,0.000010,-
1462,0.000001,0.000010,-
1463,0.000001,0.000009,-
1464,0.000002,0.000009,-
1465,0.000001,0.000010,-
1466,0.000001,0.000009,-
1467,0.000001,0.000010,-
1468,0.000001,0.000010,-
1469,0.000000,0.000010,-
1470,0.000001,0.000009,-
1471,0.000001,0.000009,-
1472,0.000001,0.000009,-
1473,0.000004,0.000010,-
1474,0.000001,0.000009,-
1475,0.000001,0.000009,-
1476,0.000000,0.000010,-
1477,0.000001,0.000009,-
1478,0.000000,0.000010,-
1479,0.000000,0.000009,-
1480,0.000001,0.000009,-
1481,0.000000,0.000009,-
1482,0.000000,0.000010,-
1483,0.000001,0.000009,-
1484,0.000000,0.000010,-
1485,0.000000,0.000009,-
1486,0.000002,0.000009,-
1487,0.000000,0.000010,-
1488,0.000000,0.000011,-
1489,0.000004,0.000009,-
1490,0.000002,0.000009,-
1491,0.000001,0.000009,-
1492,0.000001,0.000009,-
1493,0.000000,0.000009,-
1494,0.000001,0.000009,-
1495,0.000001,0.000009,-
1496,0.000001,0.000009,-
1497,0.000002,0.000009,-
1498,0.000002,0.000009,-
1499,0.000000,0.000009,-
1500,0.000001,0.000010,-
1501,0.000004,0.000009,-
1502,0.000000,0.000009,-
1503,0.000001,0.000009,-
1504,0.000002,0.000009,-
1505,0.000000,0.000009,-
1506,0.000005,0.000010,-
1507,0.000000,0.000009,-
1508,0.000005,0.000010,-
1509,0.000001,0.000009,-
1510,0.000004,0.000009,-
1511,0.000003,0.000010,-
1512,0.000000,0.000010,-
1513,0.000000,0.000009,-
1514,0.000002,0.000014,-
1515,0.000001,0.000010,-
1516,0.000002,0.000009,-
1517,0.000001,0.000010,-
1518,0.000002,0.000009,-
1519,0.000000,0.000010,-
1520,0.000002,0.000009,-
1521,0.000001,0.000009,-
1522,0.000000,0.000009,-
1523,0.000003,0.000010,-
1524,0.000000,0.000010,-
1525,0.000004,0.000010,-
1526,0.000000,0.000010,-
1527,0.000000,0.000009,-
1528,0.000001,0.000009,-
1529,0.000001,0.000009,-
1530,0.000001,0.000009,-
1531,0.000001,0.000009,-
1532,0.000001,0.000010,-
1533,0.000000,0.000010,-
1534,0.000000,0.000009,-
1535,0.000001,0.000009,-
1536,0.000002,0.000009,-
1537,0.000001,0.000009,-
1538,0.000000,0.000009,-
1539,0.000001,0.000009,-
1540,0.000002,0.000013,-
1541,0.000001,0.000010,-
1542,0.000000,0.000010,-
1543,0.000001,0.000010,-
1544,0.000001,0.000010,-
1545,0.000001,0.000010,-
1546,0.000003,0.000010,-
1547,0.000001,0.000009,-
1548,0.000002,0.000009,-
1549,0.000002,0.000009,-
1550,0.000002,0.000009,-
1551,0.000001,0.000009,-
1552,0.000001,0.000010,-
1553,0.000001,0.000009,-
1554,0.000001,0.000010,-
1555,0.000001,0.000010,-
1556,0.000001,0.000009,-
1557,0.000001,0.000009,-
1558,0.000001,0.000009,-
1559,0.000001,0.000009,-
1560,0.000001,0.000009,-
1561,0.000001,0.000009,-
1562,0.000000,0.000010,-
1563,0.000001,0.000009,-
1564,0.000000,0.000010,-
1565,0.000000,0.000010,-
1566,0.000001,0.000010,-
1567,0.000000,0.000010,-
1568,0.000002,0.000009,-
1569,0.000001,0.000009,-
1570,0.000002,0.000009,-
1571,0.000001,0.000009,-
1572,0.000001,0.000009,-
1573,0.000001,0.000009,-
1574,0.000000,0.000011,-
1575,0.000001,0.000009,-
1576,0.000002,0.000009,-
1577,0.000001,0.000010,-
1578,0.000000,0.000010,-
1579,0.000000,0.000009,-
1580,0.000003,0.000009,-
1581,0.000000,0.000010,-
1582,0.000002,0.000009,-
1583,0.000001,0.000009,-
1584,0.000000,0.000011,-
1585,0.000001,0.000009,-
1586,0.000001,0.000009,-
1587,0.000001,0.000009,-
1588,0.000000,0.000010,-
1589,0.000001,0.000009,-
1590,0.000000,0.000010,-
1591,0.000002,0.000009,-
1592,0.000000,0.000010,-
1593,0.000001,0.000009,-
1594,0.000003,0.000009,-
1595,0.000000,0.000011,-
1596,0.000002,0.000009,-
1597,0.000004,0.000009,-
1598,0.000001,0.000009,-
1599,0.000002,0.000009,-
1600,0.000002,0.000009,-
1601,0.000001,0.000010,-
1602,0.000002,0.000009,-
1603,0.000001,0.000009,-
1604,0.000004,0.000009,-
1605,0.000001,0.000009,-
1606,0.000001,0.000011,-
1607,0.000001,0.000010,-
1608,0.000000,0.000010,-
1609,0.000002,0.000009,-
1610,0.000001,0.000010,-
1611,0.000000,0.000010,-
1612,0.000001,0.000009,-
1613,0.000001,0.000009,-
1614,0.000001,0.000009,-
1615,0.000001,0.000009,-
1616,0.000001,0.000010,-
1617,0.000001,0.000010,-
1618,0.000001,0.000009,-
1619,0.000000,0.000010,-
1620,0.000003,0.000010,-
1621,0.000000,0.000010,-
1622,0.000001,0.000009,-
1623,0.000001,0.000010,-
1624,0.000001,0.000009,-
1625,0.000004,0.000009,-
1626,0.000001,0.000010,-
1627,0.000001,0.000009,-
1628,0.000001,0.000011,-
1629,0.000001,0.000010,-
1630,0.000000,0.000010,-
1631,0.000001,0.000010,-
1632,0.000001,0.000009,-
1633,0.000001,0.000009,-
1634,0.000001,0.000009,-
1635,0.000002,0.000010,-
1636,0.000001,0.000009,-
1637,0.000000,0.000010,-
1638,0.000001,0.000010,-
1639,0.000000,0.000009,-
1640,0.000001,0.000010,-
1641,0.000001,0.000010,-
1642,0.000002,0.000010,-
1643,0.000004,0.000009,-
1644,0.000000,0.000010,-
1645,0.000001,0.000010,-
1646,0.000001,0.000011,-
1647,0.000002,0.000009,-
1648,0.000004,0.000010,-
1649,0.000003,0.000009,-
1650,0.000004,0.000009,-
1651,0.000003,0.000010,-
1652,0.000004,0.000009,-
1653,0.000003,0.000009,-
1654,0.000004,0.000009,-
1655,0.000002,0.000010,-
1656,0.000000,0.000010,-
1657,0.000002,0.000009,-
1658,0.000001,0.000010,-
1659,0.000001,0.000009,-
1660,0.000004,0.000009,-
1661,0.000004,0.000011,-
1662,0.000001,0.000009,-
1663,0.000001,0.000010,-
1664,0.000001,0.000009,-
1665,0.000002,0.000009,-
1666,0.000002,0.000010,-
1667,0.000005,0.000010,-
1668,0.000004,0.000009,-
1669,0.000004,0.000009,-
1670,0.000003,0.000010,-
1671,0.000002,0.000010,-
1672,0.000000,0.000010,-
1673,0.000003,0.000009,-
1674,0.000000,0.000011,-
1675,0.000000,0.000010,-
1676,0.000000,0.000011,-
1677,0.000001,0.000010,-
1678,0.000001,0.000009,-
1679,0.000001,0.000010,-
1680,0.000002,0.000009,-
1681,0.000004,0.000010,-
1682,0.000000,0.000010,-
1683,0.000000,0.000010,-
1684,0.000002,0.000009,-
1685,0.000001,0.000010,-
1686,0.000001,0.000009,-
1687,0.000002,0.000010,-
1688,0.000000,0.000010,-
1689,0.000001,0.000009,-
1690,0.000001,0.000009,-
1691,0.000001,0.000009,-
1692,0.000000,0.000010,-
1693,0.000001,0.000010,-
1694,0.000002,0.000010,-
1695,0.000001,0.000010,-
1696,0.000002,0.000010,-
1697,0.000001,0.000010,-
1698,0.000001,0.000009,-
1699,0.000000,0.000011,-
1700,0.000001,0.000009,-
1701,0.000001,0.000010,-
1702,0.000001,0.000009,-
1703,0.000000,0.000010,-
1704,0.000000,0.000010,-
1705,0.000000,0.000010,-
1706,0.000003,0.000010,-
1707,0.000000,0.000010,-
1708,0.000000,0.000010,-
1709,0.000002,0.000010,-
1710,0.000000,0.000009,-
1711,0.000001,0.000009,-
1712,0.000001,0.000010,-
1713,0.000001,0.000010,-
1714,0.000001,0.000010,-
1715,0.000001,0.000009,-
1716,0.000001,0.000010,-
1717,0.000000,0.000010,-
1718,0.000001,0.000010,-
1719,0.000000,0.000010,-
1720,0.000001,0.000010,-
1721,0.000001,0.000010,-
1722,0.000004,0.000010,-
1723,0.000001,0.000009,-
1724,0.000000,0.000011,-
1725,0.000001,0.000010,-
1726,0.000001,0.000010,-
1727,0.000004,0.000011,-
1728,0.000000,0.000012,-
1729,0.000001,0.000012,-
1730,0.000001,0.000014,-
1731,0.000001,0.000011,-
1732,0.000001,0.000014,-
1733,0.000001,0.000014,-
1734,0.000001,0.000010,-
1735,0.000000,0.000010,-
1736,0.000001,0.000009,-
1737,0.000000,0.000010,-
1738,0.000001,0.000010,-
1739,0.000001,0.000010,-
1740,0.000001,0.000009,-
1741,0.000001,0.000009,-
1742,0.000000,0.000010,-
1743,0.000002,0.000010,-
1744,0.000000,0.000009,-
1745,0.000001,0.000009,-
1746,0.000000,0.000010,-
1747,0.000004,0.000009,-
1748,0.000002,0.000009,-
1749,0.000001,0.000009,-
1750,0.000001,0.000010,-
1751,0.000000,0.000014,-
1752,0.000000,0.000009,-
1753,0.000001,0.000009,-
1754,0.000001,0.000009,-
1755,0.000001,0.000009,-
1756,0.000004,0.000010,-
1757,0.000004,0.000010,-
1758,0.000001,0.000011,-
1759,0.000002,0.000009,-
1760,0.000001,0.000009,-
1761,0.000001,0.000009,-
1762,0.000001,0.000009,-
1763,0.000000,0.000010,-
1764,0.000001,0.000009,-
1765,0.000000,0.000010,-
1766,0.000001,0.000009,-
1767,0.000001,0.000009,-
1768,0.000001,0.000009,-
1769,0.000001,0.000009,-
1770,0.000001,0.000009,-
1771,0.000001,0.000010,-
1772,0.000001,0.000009,-
1773,0.000001,0.000010,-
1774,0.000002,0.000010,-
1775,0.000000,0.000009,-
1776,0.000001,0.000010,-
1777,0.000000,0.000009,-
1778,0.000004,0.000010,-
1779,0.000001,0.000009,-
1780,0.000001,0.000009,-
1781,0.000000,0.000010,-
1782,0.000002,0.000009,-
1783,0.000001,0.000009,-
1784,0.000001,0.000009,-
1785,0.000002,0.000009,-
1786,0.000001,0.000009,-
1787,0.000000,0.000010,-
1788,0.000002,0.000009,-
1789,0.000001,0.000009,-
1790,0.000002,0.000009,-
1791,0.000001,0.000010,-
1792,0.000001,0.000010,-
1793,0.000001,0.000010,-
1794,0.000002,0.000009,-
1795,0.000001,0.000010,-
1796,0.000000,0.000011,-
1797,0.000000,0.000011,-
1798,0.000003,0.000010,-
1799,0.000001,0.000011,-
1800,0.000001,0.000010,-
1801,0.000001,0.000011,-
1802,0.000000,0.000011,-
1803,0.000001,0.000010,-
1804,0.000001,0.000011,-
1805,0.000001,0.000011,-
1806,0.000001,0.000011,-
1807,0.000002,0.000013,-
1808,0.000001,0.000011,-
1809,0.000000,0.000012,-
1810,0.000001,0.000010,-
1811,0.000001,0.000012,-
1812,0.000000,0.000011,-
1813,0.000000,0.000011,-
1814,0.000001,0.000011,-
1815,0.000000,0.000010,-
1816,0.000002,0.000011,-
1817,0.000001,0.000010,-
1818,0.000001,0.000011,-
1819,0.000001,0.000011,-
1820,0.000001,0.000011,-
1821,0.000000,0.000010,-
1822,0.000002,0.000010,-
1823,0.000001,0.000010,-
1824,0.000001,0.000011,-
1825,0.000001,0.000010,-
1826,0.000000,0.000011,-
1827,0.000001,0.000011,-
1828,0.000000,0.000010,-
1829,0.000000,0.000011,-
1830,0.000000,0.000011,-
1831,0.000001,0.000011,-
1832,0.000001,0.000011,-
1833,0.000000,0.000010,-
1834,0.000001,0.000010,-
1835,0.000000,0.000011,-
1836,0.000001,0.000010,-
1837,0.000000,0.000011,-
1838,0.000001,0.000010,-
1839,0.000000,0.000011,-
1840,0.000000,0.000011,-
1841,0.000001,0.000011,-
1842,0.000001,0.000011,-
1843,0.000001,0.000011,-
1844,0.000001,0.000011,-
1845,0.000001,0.000010,-
1846,0.000001,0.000010,-
1847,0.000001,0.000010,-
1848,0.000002,0.000010,-
1849,0.000001,0.000010,-
1850,0.000001,0.000010,-
1851,0.000000,0.000010,-
1852,0.000002,0.000010,-
1853,0.000001,0.000011,-
1854,0.000000,0.000012,-
1855,0.000001,0.000011,-
1856,0.000001,0.000010,-
1857,0.000001,0.000011,-
1858,0.000001,0.000010,-
1859,0.000001,0.000010,-
1860,0.000001,0.000010,-
1861,0.000002,0.000011,-
1862,0.000001,0.000011,-
1863,0.000001,0.000011,-
1864,0.000001,0.000011,-
1865,0.000002,0.000010,-
1866,0.000001,0.000010,-
1867,0.000001,0.000011,-
1868,0.000001,0.000010,-
1869,0.000000,0.000011,-
1870,0.000001,0.000014,-
1871,0.000001,0.000011,-
1872,0.000003,0.000011,-
1873,0.000000,0.000011,-
1874,0.000000,0.000011,-
1875,0.000002,0.000010,-
1876,0.000001,0.000010,-
1877,0.000001,0.000011,-
1878,0.000001,0.000011,-
1879,0.000001,0.000011,-
1880,0.000000,0.000011,-
1881,0.000000,0.000011,-
1882,0.000001,0.000011,-
1883,0.000000,0.000011,-
1884,0.000001,0.000010,-
1885,0.000001,0.000011,-
1886,0.000000,0.000011,-
1887,0.000001,0.000011,-
1888,0.000001,0.000010,-
1889,0.000000,0.000011,-
1890,0.000001,0.000011,-
1891,0.000000,0.000011,-
1892,0.000001,0.000011,-
1893,0.000000,0.000011,-
1894,0.000001,0.000011,-
1895,0.000001,0.000010,-
1896,0.000001,0.000010,-
1897,0.000000,0.000011,-
1898,0.000001,0.000010,-
1899,0.000000,0.000010,-
1900,0.000002,0.000011,-
1901,0.000001,0.000010,-
1902,0.000001,0.000010,-
1903,0.000000,0.000011,-
1904,0.000000,0.000011,-
1905,0.000001,0.000012,-
1906,0.000001,0.000011,-
1907,0.000001,0.000010,-
1908,0.000001,0.000012,-
1909,0.000001,0.000011,-
1910,0.000000,0.000011,-
1911,0.000001,0.000011,-
1912,0.000001,0.000010,-
1913,0.000001,0.000010,-
1914,0.000001,0.000010,-
1915,0.000000,0.000010,-
1916,0.000001,0.000010,-
1917,0.000001,0.000011,-
1918,0.000002,0.000011,-
1919,0.000001,0.000012,-
1920,0.000001,0.000011,-
1921,0.000001,0.000010,-
1922,0.000001,0.000010,-
1923,0.000001,0.000011,-
1924,0.000001,0.000010,-
1925,0.000001,0.000010,-
1926,0.000001,0.000010,-
1927,0.000001,0.000011,-
1928,0.000000,0.000011,-
1929,0.000001,0.000011,-
